PurchaseSell,Date,Purchase Price,VIN,Model,Year,Vehicle Description,Manufacturer,Condition,Type,Odometer,Colors,Username,Customer Email,Customer Phone,Customer Street Address,Customer City,Customer State,Customer ZIP,Persons Driver License,Persons First Name,Persons Last Name,Tax Number,Business Name,Contact First Name,Contact Last Name,Contact Title,customerID
Purchase,3/2/2019,3249.68,GKTLIDKGMZ6109105,DBS,2008,good gear; ,Aston,Very Good,Minivan,7135,Cream;Green;White,user03,amaybury@finhigh.com,368278690,3899 6-street,Boise City,VA,23115,B4913696298,Raylene,Zepp,,,,,,105
Purchase,2/1/2019,7929.93,H0SVSC0X1W0660350,EXPRESS 4500,2013,high differential; automatic valves; ,Chevrolet,Excellent,Coupe,37800,Black;Gray,user04,mmalvin@funholding.com,4940003129,4019 5-street,Aurora,CA,53539,A4237394300,Shenika,Kines,,,,,,30
Purchase,5/23/2019,1611.62,H130KLLOZLY973998,ROADSTER,2009,rack and pinion steering; ,Tesla,Very Good,Minivan,111596,Rust,user14,svinning@domzoom.com,1455563822,712 19-street,Houston,TX,4775,C0188223064,Mitsue,Tomasulo,,,,,,149
Purchase,1/5/2019,1288.83,H7PM7E5LCY5894305,TT QUATTRO,2002,unibody construction; ,Audi,Very Good,Convertible,33935,Rose;Rust;Turquoise,burdell,sisaacs@goodsilron.com,7180122511,3397 3-street,Denver,CO,91136,D6463541439,Lizbeth,Foller,,,,,,243
Purchase,4/5/2019,4613.71,I6M6GMQGG7C407268,COOPER,2007,sport utility vehicle-SUV; best sedan; broad wheelbase; ,MINI,Fair,Coupe,99910,Turquoise,user02,hauffrey@sunnamplex.com,3880267245,3597 2-street,Fort Worth,TX,16909,,,,34-4111553,Labdrill,Alease,Regusters,Researcher L3,281
Purchase,1/21/2019,1742.08,I7CVVBU08H1044370,EOS,2008,disc brake; gap; ,Volkswagen,Fair,Sedan,49142,Cream,user05,ijayson@cancity.com,9353320487,7754 16-street,Charlotte,NC,89983,C7731551051,Larae,Thyberg,,,,,,195
Purchase,1/10/2019,1886.05,IB3FDW7VPTE357125,CALIFORNIA,2011,disc brake; crankcase; ,Ferrari,Good,Van,55068,Purple,user06,eschieler@blackzim.com,8468971957,6810 18-street,Indianapolis,IN,13749,B7658453163,Cyndy,Gochal,,,,,,129
Purchase,6/19/2019,2989.44,IHCVQSL87UO415387,WRX STI,2015,minivan; unibody construction; ,Subaru,Good,Minivan,189940,Metallic,user18,wbreland@konmatfix.com,5788081288,2359 5-street,Oklahoma City,KY,68456,C1317447002,Franklyn,Kaniecki,,,,,,156
Purchase,3/26/2019,1527.52,IKUQE1AIER1879688,RL,2002,engine displacement; power train; ,Acura,Good,Sedan,57900,Maroon,user10,hcaiafa@codehow.com,1382305220,7260 3-street,Sacramento,CA,45101,,,,26-0493429,Silis,Kanisha,Rowling,Director M3,280
Purchase,2/2/2019,4710.71,IOCT8QVK86C997015,CONTINENTAL,2012,,Bentley,Good,Minivan,98400,Copper,user22,dkaniecki@funholding.com,692888034,142 16-street,Los Angeles,CA,70143,,,,73-9308544,Cancity,Irma,Monarrez,Manager R8,267
Purchase,5/27/2019,1897.41,JAH4TXSVFRZ937654,POINTER,2004,wide transaxle; ,Volkswagen,Good,Van,83052,White,user14,tfrerking@plexzap.com,2977557657,7175 16-street,Cincinnati,MN,17189,C7245495659,Oretha,Bowley,,,,,,192
Purchase,6/8/2019,6393.04,JB6TJOH3G13545501,INTEGRA,2001,super new ignition system; ,Acura,Very Good,Coupe,2998,Navy,user14,dmiro@rundofase.com,527694166,1297 8-street,Raleigh,FL,54202,,,,09-2477131,year-job,Jerry,Darakjy,Scientist L2,304
Purchase,4/30/2019,2053.04,JGARQY7YBFD847126,SEDAN,2002,air filtration system; broad wheelbase; ,Volkswagen,Excellent,Convertible,21752,Pink,burdell,akusko@zencorporation.com,7397974944,3583 21-street,Houston,TX,61159,B6520528449,Donette,Felger,,,,,,119
Purchase,5/18/2019,3075.55,JVT2Q6U7HLH559100,SPIDER,2007,,Alfa,Very Good,Van,2485,Metallic,user06,ngiguere@silis.com,2831852567,9998 18-street,Nashville-Davidson,MD,74375,D0838982647,Sylvia,Kohnert,,,,,,215
Purchase,2/18/2019,4197.79,JVUFO2OOZH6501609,PASSAT,2017,sturdy rear axle assembly; ,Volkswagen,Good,Convertible,33075,Gold;Pink;Silver,user18,cgibes@dontechi.com,1859590014,5092 20-street,Tulsa,OH,36477,C7821395607,Glendora,Rodeigues,,,,,,198
Purchase,2/17/2019,3860.53,K23GQ1HYKID336715,ARNAGE,2009,automatic safety features; ,Bentley,Excellent,Convertible,43530,Brown;Navy,user14,faquas@scottech.com,1387530559,5376 2-street,Arlington,LA,78037,A3747937972,Leatha,Batman,,,,,,28
Purchase,4/26/2019,3328.14,K5ZQ65X47KU986899,ELDORADO,2001,minivan; ,Cadillac,Fair,SUV,66910,Turquoise,user12,tbartolet@xx-holding.com,2122687338,8458 18-street,Nashville-Davidson,MD,64729,,,,75-7314641,Openlane,France,Gleich,Manager R3,289
Purchase,6/2/2019,2511.35,K6NPKFWC2DG818634,TL,2004,hydraulic brakes; drum brake; ,Acura,Very Good,Coupe,77212,Green,user12,mmalvin@funholding.com,4940003129,4019 5-street,Aurora,CA,53539,A4237394300,Shenika,Kines,,,,,,31
Purchase,6/26/2019,4786.67,KG6S1KYGKY7383089,MAXIMA,2012,gap; ,Nissan,Excellent,Minivan,101450,Black,user10,lgillaspie@zencorporation.com,9991476373,9349 13-street,Reno,VA,3955,A8940446385,Annelle,Reiber,,,,,,62
Purchase,1/26/2019,5239.03,KIYTRMRZHSZ939929,GRANSPORT,2007,,Maserati,Excellent,Truck,91502,Beige,user07,kfarrow@gogozoom.com,663692676,2241 9-street,St. Paul,OH,9779,A0519346932,Sarah,Pawlowicz,,,,,,1
Purchase,2/13/2019,1540.62,KRDZJUDE7EC973298,COUPE,2003,can be used as sports car; ,Maserati,Very Good,SUV,32130,Gray;Maroon,user22,lrhoden@golddex.com,247749496,8102 19-street,Los Angeles,CA,14989,A8352857373,Felicidad,Discipio,,,,,,58
Purchase,4/7/2019,2923.65,KSC5NS2WX0Q021711,G37,2012,drum brake; ,INFINITI,Very Good,Van,14726,Navy,user14,oostrosky@faxquote.com,1020207641,1895 11-street,Fort Worth,TX,54411,D7757448068,Merilyn,Maile,,,,,,246
Purchase,5/12/2019,1460.49,L075CLEGAGV332326,RX330,2004,four-wheel drive; drive shaft; ,Lexus,Good,Van,61175,Turquoise,user22,cacey@nam-zim.com,1353591607,3638 10-street,Houston,TX,87596,C9736973233,Joesph,Haufler,,,,,,207
Purchase,1/9/2019,3928.36,L2G40AKW0DV261314,SONATA,2003,wide chassis; drum brake; ,Hyundai,Excellent,Coupe,4388,Pink,user14,scomnick@streethex.com,4915233597,3460 15-street,Chicago,IL,61708,A6819485677,Mariann,Burnard,,,,,,47
Purchase,4/26/2019,3257.21,L8CKHAJ376Q732997,RX400H,2008,automatic safety features; ,Lexus,Very Good,Sedan,7152,Blue,user18,dsarao@golddex.com,3331922115,4454 14-street,Buffalo,NJ,98345,B6148685373,Mireya,Sawchuk,,,,,,115
Purchase,2/14/2019,1456.06,LAW66TO51NY340329,TRX500FGA FOURTRAX FOREMAN RUBICON,2008,gap; no backfire/backfiring; ,Honda,Very Good,Sedan,129900,Turquoise,user24,nschemmer@zencorporation.com,1678547402,3726 8-street,Baltimore,OK,33994,C3670850732,Alishia,Latzke,,,,,,164
Purchase,5/8/2019,1140.78,LEWHC17RSR2225266,MARK LT,2007,coupe; ,Lincoln,Excellent,Coupe,22948,Brown,user05,dbrucato@plexzap.com,1325956157,8359 17-street,Colorado Springs,NE,37713,,,,38-0990951,Lexiqvolax,Carmela,Scipione,Fellow R7,293
Purchase,3/2/2019,9918.03,LMC0DXV2F72475134,OUTBACK,2018,best oil pump; ,Subaru,Very Good,Minivan,13130,Brown,user14,epalaspas@stanredtax.com,6422597429,7367 5-street,Minneapolis,OK,78814,,,,00-6186900,Labdrill,Olive,Kiel,Manager L3,273
Purchase,5/5/2019,1496.62,LN7ZMWGACVJ434473,SAVANA 3500,2016,innovative air bags; ,GMC,Good,Van,53772,Turquoise,user10,sweight@dalttechnology.com,5857219334,5406 12-street,Santa Ana,MO,67088,,,,62-2765556,Kan-code,Truman,Miro,Senior Director L2,292
Purchase,4/24/2019,1119.53,LXLYHOV4G1Z722469,EXPRESS 3500,2018,normally aspirated; ,Chevrolet,Good,SUV,167240,Black;Orange,user12,cbenimadho@newex.com,3317859541,6150 17-street,Norfolk,NC,3321,C4376643077,Earleen,Onofrio,,,,,,173
Purchase,6/1/2019,8427.4,M58W6OQD1J3561088,BOXSTER,2001,,Porsche,Excellent,Truck,64527,Purple,user07,alorens@zencorporation.com,7702201434,564 7-street,Phoenix,AZ,30761,,,,41-5753983,Xx-zobam,Vilma,Bartolet,Senior Director R9,302
Purchase,5/10/2019,4526.77,M6J2KWLLUKW587077,AZERA,2011,,Hyundai,Very Good,Sedan,73801,Turquoise,user18,afillingim@kan-code.com,9963348430,8691 9-street,Indianapolis,IN,6705,C0640712551,Talia,Keetch,,,,,,151
Purchase,5/4/2019,1901.88,MBKMABQOONK563483,SOUL,2019,original equipment manufacturer (OEM) parts; ,Kia,Fair,Van,87548,Tan,user12,jlukasik@xx-holding.com,4184402236,9487 7-street,Cleveland,KS,17954,B8740149731,Micaela,Cookey,,,,,,138
Purchase,5/4/2019,1307.49,MT0OEZQ7C5Q035531,DB9,2013,front wheel drive; ,Martin,Fair,Coupe,97620,Red,user02,khalter@betatech.com,3232843344,6938 7-street,Albuquerque,AZ,92207,D2619628333,Junita,Walthall,,,,,,230
Purchase,1/21/2019,3426.16,MW6HGX7M6O4186962,V8 VANTAGE,2011,,Aston,Fair,Convertible,2092,Beige;Pink;White,user10,ebaltimore@singletechno.com,5858632305,6792 5-street,Jacksonville,FL,71766,A2628970055,Cristy,Acey,,,,,,21
Purchase,5/27/2019,4613.71,MW7W375RHHU707116,COOPER,2015,rear wheel drive; ,MINI,Good,Van,51504,Aluminum,user07,yturinetti@j-texon.com,1252295282,5310 19-street,Cincinnati,MN,83089,B0118879496,Sylvia,Kitty,,,,,,66
Purchase,1/26/2019,2333.65,MXF3EGT2PAG490479,FORESTER,2008,good piston; ,Subaru,Very Good,Coupe,42500,Orange,user18,lehmann@dontechi.com,3963753798,7687 5-street,Atlanta,CO,18500,,,,53-2746024,Warephase,Hoa,Varriano,Associate Director M1,265
Purchase,5/31/2019,3476.61,MYX14D30CZI581341,Q5,2013,check the Monroney sticker - there is nothing better than this vehicle; repair,Audi,Good,Van,6777,Pink,burdell,nschemmer@zencorporation.com,1678547402,3726 8-street,Baltimore,OK,33994,C3670850732,Alishia,Latzke,,,,,,165
Purchase,1/3/2019,4506.41,N5VAEVB47M5598208,ROADSTER,2009,anti-lock brake system (ABS); ,Tesla,Excellent,Minivan,1519,Rose,user03,amaybury@finhigh.com,368278690,3899 6-street,Boise City,VA,23115,B4913696298,Raylene,Zepp,,,,,,104
Purchase,3/15/2019,2892.29,NNLD761PGMY686484,FL80,2005,hydraulic brakes; good gear; sturdy rear axle assembly; ,Freightliner,Fair,Minivan,23613,Gray,user22,chollack@zoomit.com,8799619111,3224 16-street,Sacramento,CA,24724,B4761949869,Oretha,Cork,,,,,,102
Purchase,4/19/2019,5637.62,NQC3ODNRG8W618383,MKS,2011,,Lincoln,Excellent,SUV,106985,Copper,user05,ckolmetz@warephase.com,4265505072,8251 15-street,Arlington,LA,83488,,,,53-5128822,Iselectrics,Emerson,Mirafuentes,Associate Fellow M2,287
Purchase,4/2/2019,1844.72,NVDV1HTYNUU168147,R1200CL,2005,automatic safety features; ,BMW,Fair,Van,63324,Yellow,user07,ebaltimore@singletechno.com,5858632305,6792 5-street,Jacksonville,FL,71766,A2628970055,Cristy,Acey,,,,,,24
Purchase,2/28/2019,3789.23,OOXPL1JMKRX336822,612 SCAGLIETTI,2010,manual transmission; normally aspirated; ,Ferrari,Good,Convertible,32888,Rust,user02,lhalter@openlane.com,3539684893,350 5-street,Colorado Springs,NE,8954,B1467621707,Arlette,Arias,,,,,,75
Purchase,5/31/2019,2562.9,OUIFCWSPPHR650293,GENESIS,2011,modern dashboard; ,Hyundai,Good,Convertible,27801,Beige;Red;Silver,user12,ahidvegi@scotfind.com,4693228016,5887 16-street,Mesa,VA,78558,B8617696591,Helaine,Maclead,,,,,,136
Purchase,5/5/2019,5422.02,OUXQFNQE2K7274854,740I,2015,engine displacement; ,BMW,Excellent,Sedan,105308,Pink,user05,sgiguere@finjob.com,3963308236,3394 11-street,Virginia Beach,GA,21078,B1872571043,Elvera,Flosi,,,,,,78
Purchase,6/9/2019,1922.79,P7UUVOVKPTD080947,QUATTROPORTE,2007,,Maserati,Fair,SUV,48335,Orange,user18,tmconnell@zumgoity.com,213399946,438 4-street,Riverside,TX,71675,B1897119906,Filiberto,Limmel,,,,,,80
Purchase,6/1/2019,4603.38,PC02G0A675B935953,CANTER FE180,2012,detail; ,Mitsubishi,Very Good,Van,4566,Turquoise,user10,asweigard@kinnamplus.com,9621955506,5737 4-street,Boston,TN,73659,,,,25-8509075,Zencorporation,Eun,Bolognia,Senior Director M3,303
Purchase,4/30/2019,2065.91,PEXVHDHEYM7282767,DBS,2009,best radiator; ,Aston,Very Good,Truck,44320,Brown,user18,khalter@betatech.com,3232843344,6938 7-street,Albuquerque,AZ,92207,D2619628333,Junita,Walthall,,,,,,228
Purchase,6/25/2019,2204.83,PHTKITC5C1H921363,458 ITALIA,2012,great engine; ,Ferrari,Fair,Convertible,85628,Tan,user07,,9481709095,703 20-street,Fort Worth,TX,58757,D3829841679,Shawna,Vizarro,,,,,,233
Purchase,5/3/2019,2065.91,PUVTYE6IVGN271318,DBS,2011,rear wheel drive; ,Martin,Fair,Convertible,78935,White,user05,dgalam@lexiqvolax.com,9796761201,2852 9-street,Reno,VA,59227,A6434991693,Truman,Strassner,,,,,,42
Purchase,5/16/2019,1307.49,QHUYKEFC12W678012,DB9,2012,power train; ,Martin,Excellent,Truck,193286,Black,user06,lshinko@plussunin.com,9509224748,4666 10-street,Boston,TN,61462,A7690497079,Sylvia,Kusko,,,,,,51
Purchase,1/9/2019,2562.9,QNGJBXZ0ZPN690169,GENESIS,2016,sturdy rear axle assembly; moonroof,Hyundai,Fair,Van,68300,Bronze,user22,dsarao@golddex.com,3331922115,4454 14-street,Buffalo,NJ,98345,B6148685373,Mireya,Sawchuk,,,,,,113
Purchase,6/28/2019,2647.13,R56SEOUUT0R265399,MURCIELAGO,2003,good piston; ,Lamborghini,Very Good,Van,26791,Yellow,user18,tradde@stanredtax.com,291639883,196 14-street,San Diego,CA,63845,B6645695262,Jose,Calvaresi,,,,,,122
Purchase,5/17/2019,1787.36,RUAW8E8S2SA826885,TITAN,2008,automatic safety features; ,Nissan,Fair,Minivan,154050,Rose,user07,bsaylors@codehow.com,1587263688,6008 14-street,Honolulu,CO,96626,A8107181602,Norah,Gleich,,,,,,56
Purchase,1/6/2019,4764.39,RZ64Q4VF3EC682670,HIACE,2011,Comes with a roof rack,Toyota,Excellent,Convertible,143278,Aluminum;Cream;Rust,user06,ejuhas@warephase.com,7732242202,9582 11-street,Seattle,WA,96264,C3304949185,Gail,Scheyer,,,,,,163
Purchase,5/19/2019,1685.53,S7OOZE7TI6U419267,FX35,2012,front axle assembly; active safety features; supernew catalytic converter; ,INFINITI,Fair,Sedan,136516,Claret;Gold,user18,rblackwood@y-corporation.com,8606030011,4833 11-street,Austin,TX,2720,,,,25-2484659,Groovestreet,Paz,Blunk,Senior Director R8,297
Purchase,4/20/2019,1700.99,SEXWGCZNLS4439650,BROOKLANDS,2009,crankcase; ,Bentley,Good,Sedan,176955,Beige;Gold;Tan,user07,jfern@bioplex.com,3742674013,793 8-street,New York,NY,99051,A2840015188,Skye,Estell,,,,,,26
Purchase,1/1/2019,1482.81,SGEAZM7OHRE981138,Q5,2011,great engine; ,Audi,Excellent,SUV,39759,Metallic,user03,lshinko@plussunin.com,9509224748,4666 10-street,Boston,TN,61462,A7690497079,Sylvia,Kusko,,,,,,50
Purchase,1/22/2019,4197.79,SJV51DZQ416158315,PASSAT,2013,autotachometer;,Volkswagen,Fair,Minivan,176770,Bronze,user06,akusko@zencorporation.com,7397974944,3583 21-street,Houston,TX,61159,B6520528449,Donette,Felger,,,,,,117
Purchase,5/30/2019,6247.86,SROKG0OMKKQ394333,TRACKER,2002,rack and pinion steering; ,Chevrolet,Fair,Convertible,32814,Green,user07,tperin@blackzim.com,718891515,6078 4-street,Anchorage,CA,89677,,,,10-1885341,Betatech,Lai,Shin,Senior Scientist R1,301
Purchase,5/26/2019,2443.25,SWME2EZ3HDD006687,SL55 AMG,2006,great engine; ,Mercedes-Benz,Good,Minivan,13550,Brown,user10,hwaymire@newex.com,9680830274,1130 3-street,Baltimore,OK,28902,B7916407234,Ressie,Hoffis,,,,,,135
Purchase,2/14/2019,1742.08,SX73Y7QKKQF628146,EOS,2012,,Volkswagen,Fair,Minivan,75560,Maroon,user22,jkoppinger@bioplex.com,5596686485,4940 2-street,Anaheim,CA,79483,C6885206034,Jina,Bowley,,,,,,183
Purchase,6/11/2019,4043.46,SZAJTDBI6IL561669,4C,2016,original equipment manufacturer (OEM) parts; ,Alfa,Good,Coupe,101749,Claret,user04,,1577607406,63 19-street,Orlando,FL,68407,B0676368739,Refugia,Riden,,,,,,73
Purchase,5/18/2019,1897.41,T1HO8QC0CE5867880,POINTER,2003,coupe; ,Volkswagen,Excellent,Van,53997,White,user12,kbourbon@scotfind.com,5654051915,3155 3-street,Las Vegas,WI,9573,A6657577671,Lemuel,Kardas,,,,,,46
Purchase,6/29/2019,3181.14,TD5OFRN1LC8601752,RAM 3500 PICKUP,2003,oversteer; overdrive; unibody construction; ,Dodge,Excellent,SUV,39765,Gray,user24,lshinko@plussunin.com,9509224748,4666 10-street,Boston,TN,61462,A7690497079,Sylvia,Kusko,,,,,,54
Purchase,4/25/2019,2628.46,U0PQOVOJXT2453885,GHIBLI,2015,engine displacement; ,Maserati,Good,Coupe,25746,Copper,user04,epalaspas@stanredtax.com,6422597429,7367 5-street,Minneapolis,OK,78814,,,,00-6186900,Labdrill,Olive,Kiel,Manager L3,288
Purchase,6/24/2019,4879.63,U3HSV2KCE0Y319532,YARIS,2012,automatic valves; high block; ,Toyota,Very Good,Sedan,92019,Bronze,user06,apoullion@year-job.com,5133181891,1018 7-street,Newark,TX,25874,,,,37-0917926,Statholdings,Frederica,Lietz,Senior Director L4,307
Purchase,1/25/2019,1741.99,UEHE08QS622862172,PRIUS V,2013,high torque; ,Toyota,Fair,Convertible,20001,White,burdell,jbiddy@iselectrics.com,3761032673,200 18-street,Lincoln,NY,65794,C2448589066,Eden,Mirafuentes,,,,,,161
Purchase,5/11/2019,2628.1,UVVEV0Y7R3V483738,OUTLANDER,2011,automatic transmission; ,Mitsubishi,Fair,Sedan,5350,Beige,user18,hwaymire@newex.com,9680830274,1130 3-street,Baltimore,OK,28902,B7916407234,Ressie,Hoffis,,,,,,133
Purchase,2/14/2019,4469.17,V4JVFR4YRS7140562,GOL SEDAN,2012,best suspension; ,Volkswagen,Fair,Convertible,4266,Green,user12,apinilla@ron-tech.com,2439635928,4911 3-street,Chula Vista,IN,14642,C8694307110,Katina,Monarrez,,,,,,201
Purchase,5/20/2019,1727.68,VDJS4PZ5A22366162,XK8,2005,high torque; ,Jaguar,Fair,SUV,90324,Claret;Turquoise,user07,tperin@blackzim.com,718891515,6078 4-street,Anchorage,CA,89677,,,,10-1885341,Betatech,Lai,Shin,Senior Scientist R1,298
Purchase,2/10/2019,3337.05,VP0U4FNOL1Q272112,MITO,2013,manual transmission; ,Alfa,Fair,SUV,84541,Orange,user18,,3347958726,8743 3-street,Albuquerque,AZ,57095,,,,33-3122572,Blackzim,Dominque,Venere,Senior Scientist M9,268
Purchase,1/2/2019,2908.42,VROU7UEWYWK097688,ESCALADE EXT,2008,anti-lock brake system (ABS); ,Cadillac,Very Good,Minivan,19743,Maroon,user24,hauffrey@domzoom.com,5571476773,7876 13-street,Anchorage,CA,60946,C6972781026,Ma,Yum,,,,,,185
Purchase,1/26/2019,2267.02,VSGK3RYW2TC911641,S40,2002,wide cam; ,Volvo,Good,Sedan,102289,Red,user18,svinning@domzoom.com,1455563822,712 19-street,Houston,TX,4775,C0188223064,Mitsue,Tomasulo,,,,,,147
Purchase,1/6/2019,1801.98,WJENS213H4U188325,CAVALIER,2001,small spark plug gap; ,Chevrolet,Very Good,Sedan,6605,Claret,user02,dsarao@golddex.com,3331922115,4454 14-street,Buffalo,NJ,98345,B6148685373,Mireya,Sawchuk,,,,,,112
Purchase,3/11/2019,4428.77,WJUY8SU2JR0730363,PATRIOT,2017,no redline; ,Jeep,Fair,Minivan,39573,Maroon,user22,ncolla@dambase.com,7577794453,9934 21-street,Oakland,MN,43123,,,,96-4982785,Bioholding,Levi,Chesterfield,Senior Scientist M4,277
Purchase,3/18/2019,2933.15,WMXOWCZE1MO140134,ENDEAVOR,2007,strong muffler; electronic transmission; ,Mitsubishi,Excellent,SUV,38615,Orange,user05,epalaspas@stanredtax.com,6422597429,7367 5-street,Minneapolis,OK,78814,,,,00-6186900,Labdrill,Olive,Kiel,Manager L3,278
Purchase,4/8/2019,1499.65,WN6OY1F26X1741004,F430,2005,original equipment manufacturer (OEM) parts; wide transaxle; convertible; ,Ferrari,Fair,Coupe,51128,Cream,user03,yfelger@groovestreet.com,706470748,2680 7-street,Baltimore,OK,83300,B9167611164,Mitsue,Diestel,,,,,,143
Purchase,6/10/2019,7034.3,WSHBRYQYDCI202435,S7,2014,detail; unibody construction; wide cam; ,Audi,Excellent,Van,19620,Rust,user14,lferencz@streethex.com,6850141056,7582 7-street,Fort Wayne,FL,97639,A0953343682,Helene,Saylors,,,,,,8
Purchase,3/26/2019,4388.65,WSMCQT2QRUX986498,MATRIX,2017,pickup; ,Toyota,Excellent,Van,22538,Aluminum,user18,anunlee@zencorporation.com,4267282394,8575 14-street,Austin,TX,30398,D7279401089,Junita,Miro,,,,,,244
Purchase,2/28/2019,13672.61,X7PFFGNBSQI524327,BOXSTER,2011,Automotive Service Excellence (ASE); detail; ,Porsche,Excellent,SUV,9388,Red,user03,hcaiafa@codehow.com,1382305220,7260 3-street,Sacramento,CA,45101,,,,26-0493429,Silis,Kanisha,Rowling,Director M3,271
Purchase,2/4/2019,1750.43,XG2F8AZ3DKK768039,FORTE KOUP,2016,,Kia,Very Good,Convertible,31600,Metallic;Navy;Rose,user22,bmunns@codehow.com,1974184430,6534 7-street,Columbus,OH,28691,B2287458166,Rolland,Emigh,,,,,,83
Purchase,1/7/2019,1901.88,XK51E6IAGWW949280,SOUL,2010,no backfire/backfiring; ,Kia,Very Good,SUV,17770,Tan,user04,ntoelkes@iselectrics.com,8315356658,8050 11-street,Henderson,NE,94296,A0891946418,Stephen,Pelkowski,,,,,,2
Purchase,2/3/2019,5367.86,XLHSC830B4B709486,C70,2010,drum brake; ,Volvo,Very Good,Convertible,10582,Purple,user06,ekines@donware.com,5318388770,419 6-street,Columbus,OH,7051,C5517920862,Tyra,Jacobos,,,,,,179
Purchase,2/7/2019,2251.22,XOBOW6AU18A917853,MARK LT,2008,,Lincoln,Excellent,Van,5133,Yellow,user06,nperez@blackzim.com,8502719603,2904 21-street,Memphis,TN,41308,D5555586904,Annmarie,Royster,,,,,,238
Purchase,2/16/2019,1012.7,XUV6JR4Q8SX652578,Q45,2004,normally aspirated; ,INFINITI,Excellent,Truck,27628,Brown,user02,tradde@stanredtax.com,291639883,196 14-street,San Diego,CA,63845,B6645695262,Jose,Calvaresi,,,,,,120
Purchase,6/16/2019,3557.93,YB3M3MZEQ1J275307,SIERRA 1500,2001,coupe; ,GMC,Good,Convertible,28814,Silver,user18,,2563801437,5398 12-street,Lubbock,CA,18344,D2548986249,Xochitl,Knipp,,,,,,225
Purchase,6/21/2019,4323.66,YR8K00OE58G720472,WRANGLER,2007,fuel injection; ,Jeep,Excellent,Coupe,22740,Purple,user06,jfortino@finjob.com,1574497569,7535 13-street,New Orleans,CA,21560,B0504258873,Merissa,Wolny,,,,,,67
Purchase,1/8/2019,3069.42,YSPKFT8VKW8617087,S2000,2001,engine displacement; ,Honda,Good,Convertible,93559,Copper,user22,rreiber@dalttechnology.com,2299669538,4899 2-street,Detroit,MI,49663,,,,93-6088457,Zencorporation,Talia,Vizarro,Executive Manager R7,262
Purchase,4/29/2019,1306.08,Z0Z206HDHO0103381,VERANO,2013,power train; ,Buick,Fair,Truck,141406,Metallic,user12,yfelger@groovestreet.com,706470748,2680 7-street,Baltimore,OK,83300,B9167611164,Mitsue,Diestel,,,,,,144
Purchase,2/26/2019,1155.14,Z4RBIUHHJZS859016,FE-HD,2002,best radiator; ,Mitsubishi,Excellent,Van,127020,Metallic,user10,ntoelkes@iselectrics.com,8315356658,8050 11-street,Henderson,NE,94296,A0891946418,Stephen,Pelkowski,,,,,,4
Purchase,6/18/2019,1611.62,Z4SH0SHZI01062444,ROADSTER,2009,automatic valves; ,Tesla,Very Good,Sedan,140520,Rose,user24,ezurcher@bioplex.com,9396666663,6175 17-street,Jacksonville,FL,13791,B6684374397,Mariann,Lary,,,,,,123
Purchase,4/6/2019,1627.93,Z8UDI7LAGS7164830,ST1300,2004,station wagon (Also known as wagon.); ,Honda,Very Good,Truck,167400,Aluminum,user22,ahughey@dambase.com,9425991853,1719 20-street,Oklahoma City,KY,10898,A2130488970,Nicolette,Biddy,,,,,,18
Purchase,5/2/2019,4473.95,ZDIFPMGLJRT329921,RDX,2012,best oil pump; best possible traction; ,Acura,Excellent,Minivan,129628,Rust,user12,,838636926,8665 18-street,Detroit,MI,89762,D1490490202,Audry,Wide,,,,,,220
Purchase,4/16/2019,3523.99,ZDR30CO5D6G733856,DUCATO,2008,,FIAT,Excellent,Truck,85110,Gold;Pink;Silver,user14,,9481709095,703 20-street,Fort Worth,TX,58757,D3829841679,Shawna,Vizarro,,,,,,232
Purchase,4/20/2019,1886.05,ZIL5XS7BK6F565259,CALIFORNIA,2018,modern dashboard; ,Ferrari,Very Good,Convertible,115032,Metallic,user05,titurbide@rangreen.com,2294596620,9483 7-street,Anchorage,CA,68807,B2906209149,Chanel,Kippley,,,,,,87
Purchase,1/6/2019,6842.77,ZIYO5EKWDKS246902,V60,2018,original equipment manufacturer (OEM) parts; ,Volvo,Fair,Van,11515,Maroon,user18,titurbide@rangreen.com,2294596620,9483 7-street,Anchorage,CA,68807,B2906209149,Chanel,Kippley,,,,,,86
Purchase,6/29/2019,8427.4,ZJFVODF6M3T898510,BOXSTER,2016,broad wheelbase; ,Porsche,Fair,Minivan,73979,Brown,user12,kehmann@newex.com,4190403055,9564 6-street,San Diego,CA,14868,,,,68-0050695,Donware,Markus,Bruschke,SalesRep R2,310
Purchase,5/6/2019,4076.91,ZS1M7DGNG0B708125,RAM 2500 PICKUP,2001,,Dodge,Excellent,SUV,10388,Blue,user03,wbreland@konmatfix.com,5788081288,2359 5-street,Oklahoma City,KY,68456,C1317447002,Franklyn,Kaniecki,,,,,,155
Purchase,1/30/2019,2908.42,ZS1SXM3GTO8957023,ESCALADE EXT,2007,air filtration system; ,Cadillac,Very Good,Truck,11720,Pink,user18,ahughey@dambase.com,9425991853,1719 20-street,Oklahoma City,KY,10898,A2130488970,Nicolette,Biddy,,,,,,16
Purchase,4/26/2019,8273.34,ZXZP2ADJFMJ124788,COMMANDER,2009,,Jeep,Good,SUV,2842,Bronze,user18,lhaufler@zathunicon.com,9953808583,2797 5-street,El Paso,TX,45787,,,,94-0706896,Mathtouch,Valentine,Kulzer,Senior Manager M1,290
